201
3.015926 -0.491143 -1.996053
3.047342 -0.495012 -1.997780
3.078758 -0.497781 -1.999013
3.110174 -0.499445 -1.999753
3.141590 -0.500000 -2.000000
3.173006 -0.499445 -1.999753
3.204422 -0.497781 -1.999013
3.235838 -0.495012 -1.997780
3.267254 -0.491144 -1.996054
3.298669 -0.486185 -1.993835
3.330085 -0.480147 -1.991124
3.361501 -0.473043 -1.987922
3.392917 -0.464889 -1.984230
3.424333 -0.455703 -1.980048
3.455749 -0.445504 -1.975377
3.487165 -0.434317 -1.970219
3.518581 -0.422165 -1.964575
3.549997 -0.409076 -1.958446
3.581413 -0.395079 -1.951834
3.612828 -0.380204 -1.944741
3.644244 -0.364486 -1.937167
3.675660 -0.347958 -1.929116
3.707076 -0.330658 -1.920588
3.738492 -0.312623 -1.911587
3.769908 -0.293895 -1.902114
3.801324 -0.274513 -1.892172
3.832740 -0.254523 -1.881763
3.864156 -0.233967 -1.870889
3.895572 -0.212892 -1.859554
3.926987 -0.191344 -1.847760
3.958403 -0.169371 -1.835511
3.989819 -0.147023 -1.822808
4.021235 -0.124347 -1.809656
4.052651 -0.101396 -1.796057
4.084067 -0.078220 -1.782015
4.115483 -0.054870 -1.767533
4.146899 -0.031398 -1.752615
4.178315 -0.007856 -1.737265
4.209731 0.015703 -1.721486
4.241146 0.039227 -1.705282
4.272562 0.062664 -1.688658
4.303978 0.085962 -1.671617
4.335394 0.109069 -1.654163
4.366810 0.131934 -1.636302
4.398226 0.154506 -1.618036
4.429642 0.176735 -1.599372
4.461058 0.198571 -1.580312
4.492474 0.219967 -1.560863
4.523890 0.240874 -1.541029
4.555305 0.261247 -1.520814
4.586721 0.281039 -1.500225
4.618137 0.300208 -1.479265
4.649553 0.318710 -1.457940
4.680969 0.336504 -1.436255
4.712385 0.353551 -1.414216
4.743801 0.369814 -1.391828
4.775217 0.385255 -1.369097
4.806633 0.399841 -1.346028
4.838049 0.413539 -1.322627
4.869464 0.426318 -1.298899
4.900880 0.438152 -1.274851
4.932296 0.449012 -1.250489
4.963712 0.458876 -1.225817
4.995128 0.467721 -1.200844
5.026544 0.475527 -1.175574
5.057960 0.482278 -1.150014
5.089376 0.487958 -1.124170
5.120792 0.492554 -1.098049
5.152208 0.496057 -1.071657
5.183623 0.498458 -1.045001
5.215039 0.499753 -1.018087
5.246455 0.499938 -0.990921
5.277871 0.499014 -0.963511
5.309287 0.496981 -0.935864
5.340703 0.493845 -0.907985
5.372119 0.489612 -0.879882
5.403535 0.484292 -0.851563
5.434951 0.477898 -0.823033
5.466367 0.470442 -0.794300
5.497782 0.461941 -0.765371
5.529198 0.452415 -0.736253
5.560614 0.441884 -0.706954
5.592030 0.430373 -0.677480
5.623446 0.417906 -0.647839
5.654862 0.404511 -0.618039
5.686278 0.390217 -0.588085
5.717694 0.375058 -0.557987
5.749110 0.359066 -0.527751
5.780526 0.342276 -0.497385
5.811941 0.324727 -0.466896
5.843357 0.306456 -0.436291
5.874773 0.287506 -0.405579
5.906189 0.267917 -0.374768
5.937605 0.247733 -0.343863
5.969021 0.226999 -0.312874
6.000437 0.205761 -0.281807
6.031853 0.184066 -0.250672
6.063269 0.161962 -0.219474
6.094685 0.139499 -0.188222
6.126100 0.116726 -0.156923
6.157516 0.093694 -0.125586
6.188932 0.070454 -0.094218
6.220348 0.047058 -0.062827
6.251764 0.023557 -0.031420
6.283180 0.000004 -0.000005
