451
0.000000 2.000000 -0.000000
0.004339 1.999981 -0.000019
0.008678 1.999925 -0.000075
0.013017 1.999831 -0.000169
0.017356 1.999699 -0.000301
0.021694 1.999529 -0.000471
0.026033 1.999322 -0.000678
0.030372 1.999078 -0.000922
0.034711 1.998795 -0.001205
0.039050 1.998475 -0.001525
0.043389 1.998117 -0.001882
0.047728 1.997722 -0.002277
0.052067 1.997289 -0.002710
0.056406 1.996818 -0.003180
0.060744 1.996310 -0.003688
0.065083 1.995764 -0.004233
0.069422 1.995181 -0.004816
0.073761 1.994559 -0.005436
0.078100 1.993900 -0.006093
0.082439 1.993204 -0.006788
0.086778 1.992470 -0.007521
0.091117 1.991698 -0.008291
0.095456 1.990888 -0.009098
0.099794 1.990041 -0.009942
0.104133 1.989156 -0.010824
0.108472 1.988234 -0.011743
0.112811 1.987274 -0.012699
0.117150 1.986276 -0.013693
0.121489 1.985240 -0.014723
0.125828 1.984167 -0.015791
0.130167 1.983057 -0.016896
0.134506 1.981908 -0.018037
0.138844 1.980722 -0.019216
0.143183 1.979499 -0.020431
0.147522 1.978237 -0.021684
0.151861 1.976938 -0.022973
0.156200 1.975602 -0.024299
0.160539 1.974227 -0.025662
0.164878 1.972815 -0.027062
0.169217 1.971366 -0.028498
0.173556 1.969878 -0.029971
0.177894 1.968354 -0.031480
0.182233 1.966791 -0.033025
0.186572 1.965191 -0.034608
0.190911 1.963553 -0.036226
0.195250 1.961877 -0.037881
0.199589 1.960164 -0.039572
0.203928 1.958413 -0.041299
0.208267 1.956625 -0.043062
0.212606 1.954799 -0.044861
0.216944 1.952935 -0.046697
0.221283 1.951034 -0.048568
0.225622 1.949095 -0.050475
0.229961 1.947118 -0.052417
0.234300 1.945104 -0.054396
0.238639 1.943051 -0.056410
0.242978 1.940962 -0.058459
0.247317 1.938834 -0.060544
0.251656 1.936669 -0.062664
0.255994 1.934467 -0.064820
0.260333 1.932227 -0.067010
0.264672 1.929949 -0.069236
0.269011 1.927633 -0.071497
0.273350 1.925280 -0.073793
0.277689 1.922889 -0.076124
0.282028 1.920460 -0.078489
0.286367 1.917994 -0.080890
0.290706 1.915490 -0.083324
0.295044 1.912949 -0.085794
0.299383 1.910370 -0.088297
0.303722 1.907753 -0.090835
0.308061 1.905098 -0.093408
0.312400 1.902406 -0.096014
0.316739 1.899676 -0.098654
0.321078 1.896909 -0.101329
0.325417 1.894104 -0.104037
0.329756 1.891261 -0.106779
0.334094 1.888381 -0.109554
0.338433 1.885463 -0.112363
0.342772 1.882507 -0.115206
0.347111 1.879514 -0.118081
0.351450 1.876483 -0.120990
0.355789 1.873414 -0.123932
0.360128 1.870308 -0.126907
0.364467 1.867164 -0.129915
0.368806 1.863982 -0.132955
0.373144 1.860763 -0.136028
0.377483 1.857506 -0.139134
0.381822 1.854212 -0.142272
0.386161 1.850880 -0.145442
0.390500 1.847510 -0.148644
0.394839 1.844102 -0.151879
0.399178 1.840657 -0.155145
0.403517 1.837174 -0.158443
0.407856 1.833654 -0.161773
0.412194 1.830096 -0.165134
0.416533 1.826500 -0.168526
0.420872 1.822867 -0.171950
0.425211 1.819196 -0.175405
0.429550 1.815487 -0.178891
0.433889 1.811740 -0.182408
0.438228 1.807956 -0.185956
0.442567 1.804135 -0.189534
0.446906 1.800275 -0.193142
0.451244 1.796378 -0.196781
0.455583 1.792444 -0.200450
0.459922 1.788472 -0.204150
0.464261 1.784462 -0.207879
0.468600 1.780414 -0.211637
0.472939 1.776329 -0.215426
0.477278 1.772206 -0.219244
0.481617 1.768045 -0.223091
