"x","y","z"
2.442774, 0.643313 , 0.643313
2.445926, 0.640897 , 0.640897
2.449078, 0.638474 , 0.638474
2.452230, 0.636045 , 0.636045
2.455382, 0.633610 , 0.633610
2.458534, 0.631168 , 0.631168
2.461686, 0.628720 , 0.628720
2.464838, 0.626266 , 0.626266
2.467990, 0.623806 , 0.623806
2.471142, 0.621339 , 0.621339
2.474294, 0.618866 , 0.618866
2.477446, 0.616387 , 0.616387
2.480598, 0.613902 , 0.613902
2.483750, 0.611411 , 0.611411
2.486902, 0.608914 , 0.608914
2.490054, 0.606411 , 0.606411
2.493206, 0.603901 , 0.603901
2.496358, 0.601386 , 0.601386
2.499510, 0.598865 , 0.598865
2.502662, 0.596338 , 0.596338
2.505814, 0.593804 , 0.593804
2.508966, 0.591265 , 0.591265
2.512118, 0.588720 , 0.588720
2.515270, 0.586170 , 0.586170
2.518422, 0.583613 , 0.583613
2.521574, 0.581051 , 0.581051
2.524726, 0.578483 , 0.578483
2.527878, 0.575909 , 0.575909
2.531030, 0.573329 , 0.573329
2.534181, 0.570744 , 0.570744
2.537333, 0.568153 , 0.568153
2.540485, 0.565556 , 0.565556
2.543637, 0.562954 , 0.562954
2.546789, 0.560346 , 0.560346
2.549941, 0.557732 , 0.557732
2.553093, 0.555113 , 0.555113
2.556245, 0.552489 , 0.552489
2.559397, 0.549859 , 0.549859
2.562549, 0.547224 , 0.547224
2.565701, 0.544583 , 0.544583
2.568853, 0.541936 , 0.541936
2.572005, 0.539285 , 0.539285
2.575157, 0.536628 , 0.536628
2.578309, 0.533965 , 0.533965
2.581461, 0.531298 , 0.531298
2.584613, 0.528625 , 0.528625
2.587765, 0.525947 , 0.525947
2.590917, 0.523263 , 0.523263
2.594069, 0.520575 , 0.520575
2.597221, 0.517881 , 0.517881
2.600373, 0.515182 , 0.515182
2.603525, 0.512478 , 0.512478
2.606677, 0.509769 , 0.509769
2.609829, 0.507055 , 0.507055
2.612981, 0.504335 , 0.504335
2.616133, 0.501611 , 0.501611
2.619285, 0.498882 , 0.498882
2.622437, 0.496148 , 0.496148
2.625589, 0.493408 , 0.493408
2.628740, 0.490664 , 0.490664
2.631892, 0.487916 , 0.487916
2.635044, 0.485162 , 0.485162
2.638196, 0.482403 , 0.482403
2.641348, 0.479640 , 0.479640
2.644500, 0.476872 , 0.476872
2.647652, 0.474099 , 0.474099
2.650804, 0.471321 , 0.471321
2.653956, 0.468539 , 0.468539
2.657108, 0.465752 , 0.465752
2.660260, 0.462961 , 0.462961
2.663412, 0.460165 , 0.460165
2.666564, 0.457364 , 0.457364
2.669716, 0.454559 , 0.454559
2.672868, 0.451749 , 0.451749
2.676020, 0.448935 , 0.448935
2.679172, 0.446116 , 0.446116
2.682324, 0.443293 , 0.443293
2.685476, 0.440465 , 0.440465
2.688628, 0.437633 , 0.437633
2.691780, 0.434797 , 0.434797
2.694932, 0.431956 , 0.431956
2.698084, 0.429112 , 0.429112
2.701236, 0.426262 , 0.426262
2.704388, 0.423409 , 0.423409
2.707540, 0.420551 , 0.420551
2.710692, 0.417690 , 0.417690
2.713844, 0.414824 , 0.414824
2.716996, 0.411954 , 0.411954
2.720148, 0.409080 , 0.409080
2.723299, 0.406201 , 0.406201
2.726451, 0.403319 , 0.403319
2.729603, 0.400433 , 0.400433
2.732755, 0.397543 , 0.397543
2.735907, 0.394649 , 0.394649
2.739059, 0.391750 , 0.391750
2.742211, 0.388848 , 0.388848
2.745363, 0.385943 , 0.385943
2.748515, 0.383033 , 0.383033
2.751667, 0.380119 , 0.380119
2.754819, 0.377202 , 0.377202
2.757971, 0.374281 , 0.374281
2.761123, 0.371356 , 0.371356
2.764275, 0.368428 , 0.368428
2.767427, 0.365496 , 0.365496
2.770579, 0.362560 , 0.362560
2.773731, 0.359621 , 0.359621
2.776883, 0.356678 , 0.356678
2.780035, 0.353732 , 0.353732
2.783187, 0.350782 , 0.350782
2.786339, 0.347828 , 0.347828
2.789491, 0.344871 , 0.344871
2.792643, 0.341911 , 0.341911
2.795795, 0.338947 , 0.338947
2.798947, 0.335980 , 0.335980
2.802099, 0.333010 , 0.333010
2.805251, 0.330036 , 0.330036
2.808403, 0.327059 , 0.327059
2.811555, 0.324079 , 0.324079
2.814707, 0.321096 , 0.321096
2.817858, 0.318109 , 0.318109
2.821010, 0.315119 , 0.315119
2.824162, 0.312126 , 0.312126
2.827314, 0.309130 , 0.309130
2.830466, 0.306131 , 0.306131
2.833618, 0.303129 , 0.303129
2.836770, 0.300124 , 0.300124
2.839922, 0.297116 , 0.297116
2.843074, 0.294104 , 0.294104
2.846226, 0.291090 , 0.291090
2.849378, 0.288074 , 0.288074
2.852530, 0.285054 , 0.285054
2.855682, 0.282031 , 0.282031
2.858834, 0.279006 , 0.279006
2.861986, 0.275978 , 0.275978
2.865138, 0.272947 , 0.272947
2.868290, 0.269913 , 0.269913
2.871442, 0.266877 , 0.266877
2.874594, 0.263838 , 0.263838
2.877746, 0.260796 , 0.260796
2.880898, 0.257752 , 0.257752
2.884050, 0.254705 , 0.254705
2.887202, 0.251656 , 0.251656
2.890354, 0.248604 , 0.248604
2.893506, 0.245550 , 0.245550
2.896658, 0.242493 , 0.242493
2.899810, 0.239434 , 0.239434
2.902962, 0.236373 , 0.236373
2.906114, 0.233309 , 0.233309
2.909266, 0.230243 , 0.230243
2.912418, 0.227174 , 0.227174
2.915569, 0.224104 , 0.224104
2.918721, 0.221031 , 0.221031
2.921873, 0.217956 , 0.217956
2.925025, 0.214878 , 0.214878
2.928177, 0.211799 , 0.211799
2.931329, 0.208717 , 0.208717
2.934481, 0.205634 , 0.205634
2.937633, 0.202548 , 0.202548
2.940785, 0.199461 , 0.199461
2.943937, 0.196371 , 0.196371
2.947089, 0.193279 , 0.193279
2.950241, 0.190186 , 0.190186
2.953393, 0.187091 , 0.187091
2.956545, 0.183993 , 0.183993
2.959697, 0.180894 , 0.180894
2.962849, 0.177793 , 0.177793
2.966001, 0.174691 , 0.174691
2.969153, 0.171586 , 0.171586
2.972305, 0.168480 , 0.168480
2.975457, 0.165373 , 0.165373
2.978609, 0.162263 , 0.162263
2.981761, 0.159152 , 0.159152
2.984913, 0.156040 , 0.156040
2.988065, 0.152926 , 0.152926
2.991217, 0.149810 , 0.149810
2.994369, 0.146693 , 0.146693
2.997521, 0.143574 , 0.143574
3.000673, 0.140454 , 0.140454
3.003825, 0.137333 , 0.137333
3.006977, 0.134210 , 0.134210
3.010128, 0.131086 , 0.131086
3.013280, 0.127960 , 0.127960
3.016432, 0.124834 , 0.124834
3.019584, 0.121706 , 0.121706
3.022736, 0.118577 , 0.118577
3.025888, 0.115446 , 0.115446
3.029040, 0.112315 , 0.112315
3.032192, 0.109182 , 0.109182
3.035344, 0.106049 , 0.106049
3.038496, 0.102914 , 0.102914
3.041648, 0.099778 , 0.099778
3.044800, 0.096641 , 0.096641
3.047952, 0.093504 , 0.093504
3.051104, 0.090365 , 0.090365
3.054256, 0.087226 , 0.087226
3.057408, 0.084085 , 0.084085
3.060560, 0.080944 , 0.080944
3.063712, 0.077802 , 0.077802
3.066864, 0.074659 , 0.074659
3.070016, 0.071516 , 0.071516
3.073168, 0.068371 , 0.068371
3.076320, 0.065227 , 0.065227
3.079472, 0.062081 , 0.062081
3.082624, 0.058935 , 0.058935
3.085776, 0.055788 , 0.055788
3.088928, 0.052641 , 0.052641
3.092080, 0.049493 , 0.049493
3.095232, 0.046344 , 0.046344
3.098384, 0.043196 , 0.043196
3.101536, 0.040046 , 0.040046
3.104687, 0.036897 , 0.036897
3.107839, 0.033747 , 0.033747
3.110991, 0.030596 , 0.030596
3.114143, 0.027446 , 0.027446
3.117295, 0.024295 , 0.024295
3.120447, 0.021144 , 0.021144
3.123599, 0.017992 , 0.017992
3.126751, 0.014841 , 0.014841
3.129903, 0.011689 , 0.011689
3.133055, 0.008537 , 0.008537
3.136207, 0.005385 , 0.005385
3.139359, 0.002234 , 0.002234
3.142511, -0.000918 , -0.000918
3.145663, -0.004070 , -0.004070
3.148815, -0.007222 , -0.007222
