201
0.000000 0.000000
0.031416 0.000987
0.062832 0.003945
0.094248 0.008869
0.125664 0.015750
0.157079 0.024573
0.188495 0.035320
0.219911 0.047972
0.251327 0.062502
0.282743 0.078883
0.314159 0.097080
0.345575 0.117059
0.376991 0.138779
0.408407 0.162198
0.439823 0.187267
0.471238 0.213938
0.502654 0.242155
0.534070 0.271864
0.565486 0.303002
0.596902 0.335508
0.628318 0.369316
0.659734 0.404355
0.691150 0.440555
0.722566 0.477841
0.753982 0.516136
0.785397 0.555360
0.816813 0.595431
0.848229 0.636266
0.879645 0.677778
0.911061 0.719879
0.942477 0.762479
0.973893 0.805487
1.005309 0.848810
1.036725 0.892352
1.068141 0.936018
1.099556 0.979712
1.130972 1.023334
1.162388 1.066787
1.193804 1.109971
1.225220 1.152786
1.256636 1.195131
1.288052 1.236908
1.319468 1.278014
1.350884 1.318350
1.382300 1.357815
1.413715 1.396310
1.445131 1.433736
1.476547 1.469994
1.507963 1.504987
1.539379 1.538619
1.570795 1.570795
1.602211 1.601420
1.633627 1.630403
1.665043 1.657653
1.696459 1.683082
1.727874 1.706602
1.759290 1.728129
1.790706 1.747581
1.822122 1.764878
1.853538 1.779942
1.884954 1.792699
1.916370 1.803077
1.947786 1.811007
1.979202 1.816423
2.010618 1.819263
2.042033 1.819467
2.073449 1.816979
2.104865 1.811748
2.136281 1.803724
2.167697 1.792862
2.199113 1.779122
2.230529 1.762466
2.261945 1.742861
2.293361 1.720278
2.324777 1.694692
2.356192 1.666083
2.387608 1.634434
2.419024 1.599733
2.450440 1.561973
2.481856 1.521151
2.513272 1.477269
2.544688 1.430331
2.576104 1.380350
2.607520 1.327340
2.638936 1.271322
2.670351 1.212320
2.701767 1.150362
2.733183 1.085484
2.764599 1.017723
2.796015 0.947123
2.827431 0.873731
2.858847 0.797599
2.890263 0.718786
2.921679 0.637351
2.953095 0.553362
2.984510 0.466888
3.015926 0.378003
3.047342 0.286788
3.078758 0.193325
3.110174 0.097701
3.141590 0.000008
3.173006 -0.099658
3.204422 -0.201199
3.235838 -0.304510
3.267254 -0.409487
3.298669 -0.516017
3.330085 -0.623987
3.361501 -0.733279
3.392917 -0.843775
3.424333 -0.955349
3.455749 -1.067876
3.487165 -1.181225
3.518581 -1.295266
3.549997 -1.409864
3.581413 -1.524882
3.612828 -1.640180
3.644244 -1.755618
3.675660 -1.871054
3.707076 -1.986341
3.738492 -2.101335
3.769908 -2.215887
3.801324 -2.329849
3.832740 -2.443071
3.864156 -2.555403
3.895572 -2.666693
3.926987 -2.776790
3.958403 -2.885543
3.989819 -2.992799
4.021235 -3.098406
4.052651 -3.202214
4.084067 -3.304071
4.115483 -3.403828
4.146899 -3.501335
4.178315 -3.596444
4.209731 -3.689008
4.241146 -3.778882
4.272562 -3.865923
4.303978 -3.949990
4.335394 -4.030942
4.366810 -4.108642
4.398226 -4.182956
4.429642 -4.253753
4.461058 -4.320901
4.492474 -4.384277
4.523890 -4.443756
4.555305 -4.499219
4.586721 -4.550552
4.618137 -4.597640
4.649553 -4.640377
4.680969 -4.678659
4.712385 -4.712385
4.743801 -4.741461
4.775217 -4.765795
4.806633 -4.785303
4.838049 -4.799902
4.869464 -4.809516
4.900880 -4.814076
4.932296 -4.813515
4.963712 -4.807773
4.995128 -4.796796
5.026544 -4.780534
5.057960 -4.758945
5.089376 -4.731990
5.120792 -4.699639
5.152208 -4.661866
5.183623 -4.618653
5.215039 -4.569985
5.246455 -4.515856
5.277871 -4.456267
5.309287 -4.391222
5.340703 -4.320734
5.372119 -4.244822
5.403535 -4.163511
5.434951 -4.076833
5.466367 -3.984827
5.497782 -3.887537
5.529198 -3.785016
5.560614 -3.677320
5.592030 -3.564515
5.623446 -3.446671
5.654862 -3.323866
5.686278 -3.196185
5.717694 -3.063717
5.749110 -2.926559
5.780526 -2.784814
5.811941 -2.638592
5.843357 -2.488007
5.874773 -2.333181
5.906189 -2.174241
5.937605 -2.011320
5.969021 -1.844558
6.000437 -1.674098
6.031853 -1.500091
6.063269 -1.322691
6.094685 -1.142061
6.126100 -0.958365
6.157516 -0.771773
6.188932 -0.582462
6.220348 -0.390612
6.251764 -0.196406
6.283180 -0.000033
